"","Enhancers","Gene_body_1","Gene_body_2","H1","HP1","Open_promoters","Pc","Low_signal","annot","annot_thr"
"Ktl",0,0,0,0,0,0.4,0,0.6,"Low_signal","Open_promoters"
"Grik",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"TotX",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR44106",0,0,0,0.6,0,0,0,0.4,"H1","H1"
"snoRNA:CG31191-a",0,0,0,0.03,0,0,0,0.97,"Low_signal","Low_signal"
"hdly",0.49,0,0,0,0,0,0,0.51,"Low_signal","Enhancers"
"CG31191",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Atpalpha",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Calx",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43446",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Alp5",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG5697",0,0,0,1,0,0,0,0,"H1","H1"
"Rlip",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"peg",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Dhc93AB",0,0,0,0.43,0,0,0,0.57,"Low_signal","H1"
"CG12278",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31189",0,0,0,1,0,0,0,0,"H1","H1"
"CG31207",0,0,0,1,0,0,0,0,"H1","H1"
"CG7079",0,0,0.612857,0,0,0,0,0.387143,"Gene_body_2","Gene_body_2"
"CG17279",0,0.321429,0,0,0,0,0,0.678571,"Low_signal","Gene_body_1"
"Mvl",0,0,0.142857,0,0,0,0,0.857143,"Low_signal","Low_signal"
"Cortactin",0.755714,0,0,0,0,0,0,0.244286,"Enhancers","Enhancers"
"AnxB9",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"r-l",0,0,0,0,0,0.115714,0.455714,0.428571,"Pc","Pc"
"dmrt93B",0,0,0,0,0,0,1,0,"Pc","Pc"
"HHEX",0,0,0,0,0,0,0.82,0.18,"Pc","Pc"
"lncRNA:CR44178",0,0.02,0,0.98,0,0,0,0,"H1","H1"
"RhoGAP93B",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG7044",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Tbc1d22",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"asRNA:CR46045",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Sec15",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"rtet",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Rab11",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"ppan",0,0,0,0,0,0.635,0,0.365,"Open_promoters","Open_promoters"
"Bdbt",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5793",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"slmb",0,0,0,0,0,0.735714,0,0.264286,"Open_promoters","Open_promoters"
"Obp93a",0,0.547143,0,0,0,0,0,0.452857,"Gene_body_1","Gene_body_1"
"Ice2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Trm7-34",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Usp8",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"meigo",0,0,0,0.075,0,0.175,0,0.75,"Low_signal","Open_promoters"
"SNF4Agamma",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"cDIP",0,0,0,0.297143,0,0,0,0.702857,"Low_signal","H1"
"CG5810",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Snmp1",0,0,0,0.85,0,0,0,0.15,"H1","H1"
"CG5862",0,0,0,0,0,0.1975,0,0.8025,"Low_signal","Low_signal"
"CR43975",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Smyd5",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Oga",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG3337",0,0,0,0,0,0.405714,0,0.594286,"Low_signal","Open_promoters"
"Nelf-A",0,0,0,0,0,0.01,0,0.99,"Low_signal","Low_signal"
"lncRNA:CR44265",0,0,0,0,0,0.872857,0,0.127143,"Open_promoters","Open_promoters"
"e",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5892",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ETHR",0,0,0,0,0,0.5275,0,0.4725,"Open_promoters","Open_promoters"
"asRNA:CR45798",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Rab1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Idi",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"AP-2sigma",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG3308",0,0,0,0,0,0.404286,0,0.595714,"Low_signal","Open_promoters"
"CG3301",0.358571,0,0,0,0,0,0,0.641429,"Low_signal","Enhancers"
"CG17298",0.7575,0,0,0,0,0,0,0.2425,"Enhancers","Enhancers"
"SIFaR",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:Hsromega",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mir-4951",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"aus",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"pre-mod(mdg4)-B",0,0,0,0,0,0.382857,0,0.617143,"Low_signal","Open_promoters"
"pre-mod(mdg4)-G",0,0,0,0,0,0.382857,0,0.617143,"Low_signal","Open_promoters"
"pre-mod(mdg4)-H",0,0,0,0,0,0.382857,0,0.617143,"Low_signal","Open_promoters"
"pre-mod(mdg4)-I",0,0,0,0,0,0.382857,0,0.617143,"Low_signal","Open_promoters"
"pre-mod(mdg4)-J",0,0,0,0,0,0.382857,0,0.617143,"Low_signal","Open_promoters"
"pre-mod(mdg4)-K",0,0,0,0,0,0.382857,0,0.617143,"Low_signal","Open_promoters"
"pre-mod(mdg4)-L",0,0,0,0,0,0.382857,0,0.617143,"Low_signal","Open_promoters"
"pre-mod(mdg4)-P",0,0,0,0,0,0.382857,0,0.617143,"Low_signal","Open_promoters"
"pre-mod(mdg4)-T",0,0,0,0,0,0.69,0,0.31,"Open_promoters","Open_promoters"
"pre-mod(mdg4)-Z",0,0,0,0,0,0.69,0,0.31,"Open_promoters","Open_promoters"
"pre-mod(mdg4)-AB",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"pre-mod(mdg4)-C",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"pre-mod(mdg4)-E",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"pre-mod(mdg4)-AD",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"pre-mod(mdg4)-AE",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"pre-mod(mdg4)-U",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"pre-mod(mdg4)-V",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"pre-mod(mdg4)-W",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"pre-mod(mdg4)-X",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"pre-mod(mdg4)-Y",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"pre-mod(mdg4)-AA",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"pre-mod(mdg4)-N",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"pre-mod(mdg4)-O",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mod(mdg4)",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tin",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"bap",0,0,0,0,0,0,1,0,"Pc","Pc"
"Ugt49B2",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR46046",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG7907",0,0,0,0,0,0,1,0,"Pc","Pc"
"CheB93a",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CheB93b",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lbl",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44089",0,0,0,0,0,0,1,0,"Pc","Pc"
"lbe",0,0,0,0,0,0,0.09,0.91,"Low_signal","Low_signal"
"lncRNA:CR43453",0,0,0,0,0,0,0.5025,0.4975,"Pc","Pc"
"Fancm",0,0,0,0,0,0.8125,0,0.1875,"Open_promoters","Open_promoters"
"lncRNA:CR44032",0,0,0,0,0,0,1,0,"Pc","Pc"
"C15",0,0,0,0,0,0,1,0,"Pc","Pc"
"sp3",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"lncRNA:CR43372",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44033",0.5725,0,0,0,0,0,0.4275,0,"Enhancers","Enhancers"
"slou",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG15498",0,0,0,0,0,0,0.644286,0.355714,"Pc","Pc"
"lncRNA:CR43653",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44034",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"InR",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mir-998",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mir-11",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR46055",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR46056",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR46057",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"E2f1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Archease",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG15497",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"PolA1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31176",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44096",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CR43096",0,0,0,0.278571,0,0,0,0.721429,"Low_signal","H1"
"Sfp93F",0,0,0,1,0,0,0,0,"H1","H1"
"CG42869",0,0,0,0.215714,0,0,0,0.784286,"Low_signal","Low_signal"
"CG42870",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CR46423",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG34034",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5849",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31343",0,0,0,0.415,0,0,0,0.585,"Low_signal","H1"
"CG31233",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31198",0,0,0,0.56,0,0,0,0.44,"H1","H1"
"CG42335",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Burs",0,0,0,1,0,0,0,0,"H1","H1"
"GABA-B-R2",0,0,0,0,0,0.228571,0,0.771429,"Low_signal","Low_signal"
"CG6800",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Polr1H",0,0,0,0,0.638571,0,0,0.361429,"HP1","HP1"
"tsl",0.52,0,0,0,0,0,0,0.48,"Enhancers","Enhancers"
"lncRNA:CRG",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"mir-999",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mir-4969",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CASK",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45632",0.73,0,0,0,0,0,0,0.27,"Enhancers","Enhancers"
"Gr93a",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Gr93b",0,0,0,1,0,0,0,0,"H1","H1"
"Gr93c",0,0,0,1,0,0,0,0,"H1","H1"
"asRNA:CR44087",0,0,0,1,0,0,0,0,"H1","H1"
"Gr93d",0.37,0,0,0,0,0,0,0.63,"Low_signal","Enhancers"
"glec",0,0,0,0,0,0.62,0,0.38,"Open_promoters","Open_promoters"
"lncRNA:CR45644",0.682857,0,0,0,0,0,0,0.317143,"Enhancers","Enhancers"
"lncRNA:CR45645",0.885714,0,0,0,0,0,0,0.114286,"Enhancers","Enhancers"
"lsn",0,0,0,0,0,0.92,0,0.08,"Open_promoters","Open_promoters"
"Cby",0,0,0,0.4925,0,0,0,0.5075,"Low_signal","H1"
"CG6569",0,0,0,0.258571,0,0,0,0.741429,"Low_signal","H1"
"CG31174",0,0.551429,0,0.428571,0,0,0,0.02,"Gene_body_1","Gene_body_1"
"CG31431",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31178",0,0,0,1,0,0,0,0,"H1","H1"
"CG6656",0.7325,0,0,0,0,0,0,0.2675,"Enhancers","Enhancers"
"P5CDh2",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG34148",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG31465",0,0,0,1,0,0,0,0,"H1","H1"
"asRNA:CR45046",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"fit",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG17819",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG6678",0.8225,0,0,0,0,0,0,0.1775,"Enhancers","Enhancers"
"dnd",0.778571,0,0,0,0,0,0,0.221429,"Enhancers","Enhancers"
"CG43844",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Qsox3",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Qsox2",0,0,0,1,0,0,0,0,"H1","H1"
"Eip93F",0,0,0,1,0,0,0,0,"H1","H1"
"Theg",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Idh3b",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Mitofilin",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"mRpL35",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG6028",0,0,0,0,0,0.008571,0,0.991429,"Low_signal","Low_signal"
"Cchl",0,0,0,0,0,0.257143,0,0.742857,"Low_signal","Open_promoters"
"ND-42",0,0,0,0,0,0.0225,0,0.9775,"Low_signal","Low_signal"
"CG13409",0,0,0.857143,0,0,0,0,0.142857,"Gene_body_2","Gene_body_2"
"pit",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG45099",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG6015",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Fadd",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"scaRNA:MeU5-G38",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"how",0.2275,0,0,0,0,0,0,0.7725,"Low_signal","Low_signal"
"CG13408",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"BomT3",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"BomBc3",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13407",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Ir94a",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Ir94b",0,0,0,0.215714,0,0,0,0.784286,"Low_signal","Low_signal"
"Ir94c",0,0,0,1,0,0,0,0,"H1","H1"
"CG42390",0,0,0,1,0,0,0,0,"H1","H1"
"SKIP",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR45224",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Gld2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mir-1010",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CR43696",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CR43697",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG7084",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR46261",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG34377",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG7080",0,0,0,1,0,0,0,0,"H1","H1"
"CG33721",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13862",0.9775,0,0,0,0,0,0,0.0225,"Enhancers","Enhancers"
"CG5391",0,0,0,0.214286,0,0,0,0.785714,"Low_signal","Low_signal"
"asRNA:CR46054",0,0,0,0.16,0,0,0,0.84,"Low_signal","Low_signal"
"CG5388",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5386",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"rdhB",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Sar1",0,0,0,0,0,0.4625,0,0.5375,"Low_signal","Open_promoters"
"JMJD6",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG7071",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Muted",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG5382",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Polr3F",0,0,0,0,0,0.752857,0,0.247143,"Open_promoters","Open_promoters"
"PyK",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG7069",0,0,0,0.3375,0,0,0,0.6625,"Low_signal","H1"
"CG18596",0,0,0,0,0,0.5575,0,0.4425,"Open_promoters","Open_promoters"
"CG34149",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG43342",0,0,0,0,0,0.4,0,0.6,"Low_signal","Open_promoters"
"Gpdh3",0,0.0875,0,0,0,0,0,0.9125,"Low_signal","Low_signal"
"CG7059",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CAH8",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13857",0,0,0,1,0,0,0,0,"H1","H1"
"tRNA:Ser-GCT-2-3",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:Ser-GCT-2-4",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:Ser-GCT-1-1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:Ser-GCT-2-5",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13856",0,0,0,1,0,0,0,0,"H1","H1"
"CG13855",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13850",0,0,0,0,0,0.307143,0,0.692857,"Low_signal","Open_promoters"
"lqfR",0,0,0,0,0,0.5025,0,0.4975,"Open_promoters","Open_promoters"
"mats",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Nop56",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"pinta",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13847",0,0,0,0.214286,0,0,0,0.785714,"Low_signal","Low_signal"
"CG12499",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG34288",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG34376",0,0,0,0,0,0,0.2475,0.7525,"Low_signal","Low_signal"
"Rpn7",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"AP-2mu",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG7054",0,0.4625,0.5375,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Pebp1",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG5377",0,0,0,0,0.775714,0,0,0.224286,"HP1","HP1"
"Nrx-1",0,0,0,0,0.72,0,0,0.28,"HP1","HP1"
"mir-4952",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Pfdn5",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5376",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CCT1",0,0,0,0,0,0.087143,0,0.912857,"Low_signal","Low_signal"
"tHMG1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tHMG2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Octbeta1R",0,0,0,0,0,0.7875,0,0.2125,"Open_promoters","Open_promoters"
"CG5346",0.481429,0,0,0,0,0,0,0.518571,"Low_signal","Enhancers"
"CG33099",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG33093",0,0,0,0.46,0,0,0,0.54,"Low_signal","H1"
"lncRNA:CR45646",0,0,0,1,0,0,0,0,"H1","H1"
"CG5326",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR45647",0,0,0.445,0,0,0,0,0.555,"Low_signal","Gene_body_2"
"AdipoR",0,0,0,0,0,0.077143,0,0.922857,"Low_signal","Low_signal"
"bond",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR44062",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"sit",0.96,0,0,0.04,0,0,0,0,"Enhancers","Enhancers"
"CG33110",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CSN6",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Dph5",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG6937",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG33107",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"btn",0,0.821429,0,0,0,0,0,0.178571,"Gene_body_1","Gene_body_1"
"Efa6",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13843",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"mRRF2",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG31156",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG31161",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"mRpL45",0,0,0,0,0,0.23,0,0.77,"Low_signal","Low_signal"
"lncRNA:CR43475",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR43474",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"loco",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"wake",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Gclm",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG17625",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"wfs1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Nup133",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"cd",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Cyp6d4",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG6972",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CCAP",0.88,0,0,0,0,0,0,0.12,"Enhancers","Enhancers"
"CG13842",0,0,0,1,0,0,0,0,"H1","H1"
"CG4907",0,0.945714,0,0,0,0,0,0.054286,"Gene_body_1","Gene_body_1"
"wge",0,0,0,0,0,0.214286,0,0.785714,"Low_signal","Low_signal"
"asRNA:CR45648",0,0,0,0,0,0.88,0,0.12,"Open_promoters","Open_promoters"
"Irp-1A",0,0,0,0,0,0.142857,0,0.857143,"Low_signal","Low_signal"
"RNF220",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG45049",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Takl2",0,0.93,0.07,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG6985",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Dcr-1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"HP1c",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"vret",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG17141",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31139",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"rumi",0,0,0,0,0,0.424286,0,0.575714,"Low_signal","Open_promoters"
"CG7029",0,0,0,0,0,0.5025,0,0.4975,"Open_promoters","Open_promoters"
"Usp12-46",0,0,0,0,0,0.5025,0,0.4975,"Open_promoters","Open_promoters"
"Nepl13",0,0,0,1,0,0,0,0,"H1","H1"
"Nepl14",0,0,0,1,0,0,0,0,"H1","H1"
"Nepl15",0,0,0,1,0,0,0,0,"H1","H1"
"CG13841",0.855714,0,0,0.144286,0,0,0,0,"Enhancers","Enhancers"
"CG43091",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG43092",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG43093",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG43094",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG43095",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"mir-4953",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR43654",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG7031",0,0,0,1,0,0,0,0,"H1","H1"
"CG13840",0,0,0,0.745714,0,0,0,0.254286,"H1","H1"
"lncRNA:CR44350",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG4704",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43846",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"klg",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG6660",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR46088",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43655",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Tpl94D",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Gbp3",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Or94a",0,0,0,1,0,0,0,0,"H1","H1"
"Or94b",0,0,0,0.2375,0,0,0,0.7625,"Low_signal","Low_signal"
"asRNA:CR43454",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Nha2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG34375",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG6688",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR44225",0.771429,0,0,0,0,0,0,0.228571,"Enhancers","Enhancers"
"lmd",0,0,0,1,0,0,0,0,"H1","H1"
"CG13833",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44226",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13838",0,0,0,0.6025,0,0,0,0.3975,"H1","H1"
"CG13837",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG17121",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Gr94a",0,0,0.9725,0,0,0,0,0.0275,"Gene_body_2","Gene_body_2"
"asRNA:CR46089",0,0,0.71,0,0,0.29,0,0,"Gene_body_2","Gene_body_2"
"p53",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG17119",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"sav",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Ublcp1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG17111",0.655714,0,0,0,0,0,0,0.344286,"Enhancers","Enhancers"
"CG17110",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG6726",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG17109",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG6733",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG6738",0,0,0,1,0,0,0,0,"H1","H1"
"Cow",0.471429,0,0,0,0,0.528571,0,0,"Open_promoters","Open_promoters"
"Rassf",0.812857,0,0,0,0,0,0,0.187143,"Enhancers","Enhancers"
"CenB1A",0.5,0,0,0,0,0,0,0.5,"Enhancers","Enhancers"
