"","Enhancers","Gene_body_1","Gene_body_2","H1","HP1","Open_promoters","Pc","Low_signal","annot","annot_thr"
"snoRNA:Psi18S-1377a",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"snoRNA:Psi28S-2626",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Anp",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CecA1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Cec-Psi1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CecA2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Cec2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CecB",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CecC",0.9163,0,0,0,0,0,0,0.0837,"Enhancers","Enhancers"
"CG43448",0.678125,0,0,0,0,0,0,0.321875,"Enhancers","Enhancers"
"CG9737",0.005871,0,0,0,0,0,0,0.994129,"Low_signal","Low_signal"
"CG9733",0,0,0,0.411743,0,0,0,0.588257,"Low_signal","H1"
"tRNA:Leu-TAG-1-1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:Leu-TAG-1-2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG34299",0,0,0,0,0,0,0.427644,0.572356,"Low_signal","Pc"
"CG9682",0,0,0,0,0,0,0.090431,0.909569,"Low_signal","Low_signal"
"CG18404",0,0,0,0,0,0,0.347541,0.652459,"Low_signal","Pc"
"lncRNA:CR46113",0,0,0,0,0,0,1,0,"Pc","Pc"
"hdc",0.257279,0,0,0.028587,0,0.033542,0,0.680593,"Low_signal","Enhancers"
"CG34300",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR46114",0,0,0,0.609287,0,0,0,0.390713,"H1","H1"
"Fer1HCH",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Fer2LCH",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45570",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG2217",0.142721,0,0,0,0,0,0,0.857279,"Low_signal","Low_signal"
"CG42740",0.142721,0,0,0,0,0,0,0.857279,"Low_signal","Low_signal"
"CG15535",0,0,0,0,0,0.701226,0,0.298774,"Open_promoters","Open_promoters"
"mRpS18C",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG15536",0,0,0,0,0,0.453997,0,0.546003,"Low_signal","Open_promoters"
"CG2218",0,0,0.306423,0,0,0.377676,0,0.3159,"Open_promoters","Open_promoters"
"CG15533",0.103068,0,0,0.354052,0,0,0,0.54288,"Low_signal","H1"
"CG15534",0,0,0,0.337886,0,0,0,0.662114,"Low_signal","H1"
"CG15537",0.427452,0,0,0.263952,0,0,0,0.308597,"Enhancers","Enhancers"
"Osi23",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"aralar1",0.087959,0.205238,0.117279,0,0,0.045641,0,0.543882,"Low_signal","Gene_body_1"
"CG2224",0,0.104932,0.419727,0,0,0.314795,0,0.160546,"Gene_body_2","Gene_body_2"
"CDase",0,0.144811,0.109252,0,0,0,0,0.745937,"Low_signal","Gene_body_1"
"PH4alphaEFB",0.12912,0,0.020204,0,0,0.091144,0,0.759532,"Low_signal","Low_signal"
"spdo",0,0,0,0,0,0.700231,0,0.299769,"Open_promoters","Open_promoters"
"Jon99Fii",0,0,0,0.469298,0,0,0,0.530702,"Low_signal","H1"
"Jon99Fi",0,0.316524,0,0.321888,0,0,0,0.361588,"Low_signal","H1"
"PH4alphaSG2",0,0.065865,0,0.934135,0,0,0,0,"H1","H1"
"PH4alphaMP",0,0,0,0.181336,0,0,0,0.818664,"Low_signal","Low_signal"
"PH4alphaNE1",0.063217,0,0,0.587413,0,0,0,0.349371,"H1","H1"
"CG31371",0.622166,0,0,0,0,0,0,0.377834,"Enhancers","Enhancers"
"PH4alphaSG1",0.017535,0,0,0.601202,0,0,0,0.381263,"H1","H1"
"CG15539",0,0,0,0.603015,0,0,0,0.396985,"H1","H1"
"mir-4908",0,0,0,1,0,0,0,0,"H1","H1"
"CG34041",0,0,0,0.35139,0,0,0,0.64861,"Low_signal","H1"
"PH4alphaNE2",0,0,0,1,0,0,0,0,"H1","H1"
"CG31524",0,0,0,0.628079,0,0,0,0.371921,"H1","H1"
"CG9698",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"jdp",0.595009,0,0,0.090198,0,0,0,0.314793,"Enhancers","Enhancers"
"lncRNA:CR45552",0,0,0,0.251326,0,0,0,0.748674,"Low_signal","H1"
"lncRNA:CR45553",0.087537,0,0,0.445104,0,0,0,0.467359,"Low_signal","H1"
"tmod",0.224481,0.123115,0.025919,0.01296,0,0,0,0.613525,"Low_signal","Enhancers"
"CG34155",0.202834,0,0,0,0,0,0,0.797166,"Low_signal","Low_signal"
"CG9702",0,0,0,0.669643,0,0,0,0.330357,"H1","H1"
"Rpt6R",0,0,0,0.400267,0,0,0,0.599733,"Low_signal","H1"
"CG9717",0,0,0,0.884217,0,0,0,0.115783,"H1","H1"
"CG2246",0,0.543437,0.105659,0.070439,0,0,0,0.280465,"Gene_body_1","Gene_body_1"
"CG31019",0,0.914485,0,0,0,0,0,0.085515,"Gene_body_1","Gene_body_1"
"CG31021",0,0,0,0.894278,0,0,0,0.105722,"H1","H1"
"PH4alphaNE3",0,0,0,0.315334,0,0,0,0.684666,"Low_signal","H1"
"CG31016",0,0,0,0.421842,0,0,0.210921,0.367237,"H1","H1"
"lncRNA:CR45571",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG44954",0,0,0,0,0,0,0.266463,0.733537,"Low_signal","Pc"
"lncRNA:CR44136",0,0,0,0,0,0,0.879423,0.120577,"Pc","Pc"
"CG2267",0,0,0,0.335758,0,0,0.335758,0.328483,"H1","H1"
"lncRNA:CR46236",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG31013",0,0,0,0.725509,0,0,0.274491,0,"H1","H1"
"PH4alphaPV",0,0,0,0.348057,0,0,0.406544,0.245399,"Pc","Pc"
"CG34432",0,0,0,1,0,0,0,0,"H1","H1"
"CG34433",0,0,0,0.823857,0,0,0,0.176143,"H1","H1"
"lncRNA:CR45191",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Spn100A",0.56444,0,0,0.28222,0,0,0.121355,0.031985,"Enhancers","Enhancers"
"CG12069",0,0,0,0.829699,0,0,0,0.170301,"H1","H1"
"Pka-C2",0,0,0,0.101811,0,0,0,0.898189,"Low_signal","Low_signal"
"lncRNA:CR46115",0.178094,0,0,0,0,0,0.225289,0.596616,"Low_signal","Pc"
"CG31010",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR46219",0.34823,0,0,0,0,0,0,0.65177,"Low_signal","Enhancers"
"eIF4H2",0,0,0,0.152672,0,0,0.458015,0.389313,"Pc","Pc"
"CG11313",0,0,0,0.451807,0,0,0.096386,0.451807,"H1","H1"
"CG15543",0,0,0,0,0,0,1,0,"Pc","Pc"
"Npc2g",0,0,0,0,0,0,1,0,"Pc","Pc"
"Npc2h",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR43238",0,0,0,0,0,0,1,0,"Pc","Pc"
"zfh1",0,0,0,0,0,0,0.746434,0.253566,"Pc","Pc"
"asRNA:CR45189",0,0,0,0,0,0,0.635184,0.364816,"Pc","Pc"
"wts",0.547252,0.176533,0,0.05296,0,0,0,0.223255,"Enhancers","Enhancers"
"mir-1013",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"dj-1beta",0.212544,0,0,0,0,0.696864,0,0.090592,"Open_promoters","Open_promoters"
"cindr",0.212095,0.13052,0.03263,0.048945,0,0,0,0.57581,"Low_signal","Enhancers"
"CG15544",0.033837,0,0,0.422089,0,0,0,0.544073,"Low_signal","H1"
"tll",0.136691,0,0,0,0,0.431655,0.431655,0,"Open_promoters","Open_promoters"
"Cpr100A",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG15545",0,0,0,0.602691,0,0,0,0.397309,"H1","H1"
"CG15546",0,0,0,0.568369,0.431631,0,0,0,"H1","H1"
"CG12071",0.257672,0,0,0,0,0.228253,0,0.514076,"Low_signal","Enhancers"
"CG15547",0,0.526008,0.177089,0,0,0,0,0.296902,"Gene_body_1","Gene_body_1"
"Sap-r",0,0.375134,0.488746,0,0,0,0,0.13612,"Gene_body_2","Gene_body_2"
"Cyp4c3",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG33483",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR46220",0,0,0,0,0,0,1,0,"Pc","Pc"
"Ptx1",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44041",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG15549",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG15550",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG15548",0.309551,0,0,0.575374,0,0,0,0.115075,"H1","H1"
"Ctr1C",0,0,0,0.592233,0,0,0,0.407767,"H1","H1"
"5-HT7",0.185037,0,0,0.074015,0,0.024672,0,0.716277,"Low_signal","Enhancers"
"lncRNA:CR46116",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31008",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31007",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR46117",0,0,0,0.242611,0,0,0,0.757389,"Low_signal","Low_signal"
"CG33773",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CanA1",0.097489,0,0,0.281993,0,0,0,0.620518,"Low_signal","H1"
"CG33920",0,0,0,0.712885,0,0,0,0.287115,"H1","H1"
"CR46406",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Alp4",0,0.332318,0,0.379673,0,0,0,0.288009,"H1","H1"
"mir-4948",0,0.028571,0,0.971429,0,0,0,0,"H1","H1"
"Chchd3",0,0,0,0,0,0.242494,0,0.757506,"Low_signal","Low_signal"
"dco",0,0.210526,0.210526,0,0,0.058246,0,0.520702,"Low_signal","Gene_body_1"
"Sox100B",0.066101,0,0,0,0,0,0.217418,0.716481,"Low_signal","Pc"
"CG11317",0.045393,0,0,0.090785,0,0.272356,0,0.591466,"Low_signal","Open_promoters"
"CG15553",0,0,0,0.594959,0,0,0,0.405041,"H1","H1"
"CG11318",0,0,0,0.986568,0,0,0,0.013432,"H1","H1"
"Prosalpha3T",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG15554",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG15556",0,0,0,0,0,0.33321,0,0.66679,"Low_signal","Open_promoters"
"lncRNA:CR46207",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43458",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Gycbeta100B",0.287108,0,0,0.020508,0,0,0,0.692385,"Low_signal","Enhancers"
"stops",0.164384,0,0,0.067945,0,0,0,0.767671,"Low_signal","Low_signal"
"mesh",0.120877,0,0,0.291372,0,0,0,0.587751,"Low_signal","H1"
"bnk",0,0,0,0.037001,0,0,0,0.962999,"Low_signal","Low_signal"
"CG1544",0.232736,0,0.017925,0,0,0,0,0.749339,"Low_signal","Enhancers"
"chp",0,0.549618,0.18626,0,0,0,0,0.264122,"Gene_body_1","Gene_body_1"
"Zwilch",0,0,0.373444,0,0,0.446473,0,0.180083,"Open_promoters","Open_promoters"
"CG1542",0,0,0,0,0,0.710407,0,0.289593,"Open_promoters","Open_promoters"
"CG15561",0,0,0,0,0,0.51458,0,0.48542,"Open_promoters","Open_promoters"
"ATPsynC",0,0,0.086083,0,0,0.516499,0,0.397418,"Open_promoters","Open_promoters"
"RNaseP:RNA",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"mir-4949",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG12054",0,0.056834,0.056834,0,0,0.113669,0,0.772663,"Low_signal","Low_signal"
"CG15563",0,0.823349,0,0,0,0,0,0.176651,"Gene_body_1","Gene_body_1"
"CG15564",0,0.389209,0,0.203597,0,0,0,0.407194,"Low_signal","Gene_body_1"
"qless",0.090509,0,0,0.362035,0,0.060822,0,0.486635,"Low_signal","H1"
"mRpL32",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG1750",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"spn-F",0,0,0,0,0,0.439295,0,0.560705,"Low_signal","Open_promoters"
"CAH6",0,0,0.000408,0.734694,0,0,0,0.264898,"H1","H1"
"CAH16",0,0,0,0.751408,0,0,0,0.248592,"H1","H1"
"CAH5",0,0,0,0.782813,0,0,0,0.217188,"H1","H1"
"ppk24",0.960086,0,0,0,0,0,0,0.039914,"Enhancers","Enhancers"
"pHCl-2",0.268697,0,0,0.556202,0,0,0,0.175101,"H1","H1"
"CG34347",0.272318,0,0,0.07922,0,0.009902,0,0.63856,"Low_signal","Enhancers"
"lncRNA:CR46118",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"gskt",0,0,0,0.549407,0,0,0,0.450593,"H1","H1"
"CG1607",0.306623,0.2037,0.122649,0,0,0.091987,0,0.275041,"Enhancers","Enhancers"
"CG31204",0,0.616044,0,0,0.383956,0,0,0,"Gene_body_1","Gene_body_1"
"Ugt35D1",0,0,0,0.348432,0.300813,0,0,0.350755,"Low_signal","H1"
"Gcn2",0,0.424996,0.330552,0,0,0.094444,0,0.150008,"Gene_body_1","Gene_body_1"
"PNPase",0,0,0.154162,0,0,0.154162,0,0.691675,"Low_signal","Gene_body_2"
"Gprk2",0.353424,0.039903,0.022802,0.028502,0,0,0,0.55537,"Low_signal","Enhancers"
"Loxl1",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG11334",0,0.739658,0,0,0,0.093313,0,0.16703,"Gene_body_1","Gene_body_1"
"CG11333",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45554",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR45555",0,0,0,0.197991,0,0,0,0.802009,"Low_signal","Low_signal"
"lncRNA:CR45572",0,0,0,0.4375,0,0,0,0.5625,"Low_signal","H1"
"mey",0,0.077349,0.038675,0.767952,0,0,0,0.116024,"H1","H1"
"lncRNA:CR45573",0,0,0,0.493529,0,0,0,0.506471,"Low_signal","H1"
"nyo",0.051874,0,0,0.337181,0,0,0,0.610945,"Low_signal","H1"
"lncRNA:CR46120",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR46119",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"gammaCOP",0,0.16835,0.366723,0.084175,0,0,0,0.380752,"Low_signal","Gene_body_2"
"pygo",0,0.185033,0.075041,0,0,0.246505,0,0.493421,"Low_signal","Open_promoters"
"rod",0,0.61703,0.129439,0,0,0.130125,0,0.123406,"Gene_body_1","Gene_body_1"
"asRNA:CR45190",0,0.052064,0.947936,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG1635",0,0.053519,0.946481,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG1638",0,0.356772,0.643228,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG1774",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"RpL6",0,0,0.21813,0,0,0.78187,0,0,"Open_promoters","Open_promoters"
"CycG",0.371864,0.056173,0.085133,0,0,0.093621,0,0.393209,"Low_signal","Enhancers"
"Med",0,0.4158,0.1386,0,0,0.335874,0,0.109725,"Gene_body_1","Gene_body_1"
"Mnat9",0,0,0,0,0,0.753425,0,0.246575,"Open_promoters","Open_promoters"
"CG1792",0,0,0,0,0,0.608866,0,0.391134,"Open_promoters","Open_promoters"
"pasha",0,0.212264,0.283019,0,0,0.406368,0,0.098349,"Open_promoters","Open_promoters"
"kek6",0.317572,0,0,0.119972,0,0,0,0.562456,"Low_signal","Enhancers"
"CG1815",0,0,0.502116,0,0,0.105808,0,0.392076,"Gene_body_2","Gene_body_2"
"CG11550",0.692441,0.17311,0.030583,0,0,0,0,0.103866,"Enhancers","Enhancers"
"lncRNA:CR44091",0,0,0,0.281324,0,0,0,0.718676,"Low_signal","H1"
"lncRNA:CR45564",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45565",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45052",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG42693",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR34046",0.17154,0,0,0,0,0,0,0.82846,"Low_signal","Low_signal"
"ttk",0.222997,0.148293,0.041812,0.001533,0.027875,0.041812,0.055749,0.45993,"Low_signal","Enhancers"
"CstF50",0,0,0.203425,0,0,0.796575,0,0,"Open_promoters","Open_promoters"
"CG11563",0,0,0,0,0,0.897303,0,0.102697,"Open_promoters","Open_promoters"
"eEF1alpha2",0.124018,0.124018,0.062009,0.124018,0,0,0,0.565936,"Low_signal","Enhancers"
"CG1890",0,0,0,0,0,0.063325,0,0.936675,"Low_signal","Low_signal"
"CG1896",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"awd",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"nero",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG1910",0,0,0,0,0,0.319219,0,0.680781,"Low_signal","Open_promoters"
"salt",0,0.3125,0,0.314236,0,0,0,0.373264,"Low_signal","H1"
"mir-1014",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG2187",0,0,0,0.44011,0,0,0,0.55989,"Low_signal","H1"
"lncRNA:CR44263",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Smvt",0,0,0,0.817931,0,0,0,0.182069,"H1","H1"
"CG2150",0,0,0,0.525886,0,0,0,0.474114,"H1","H1"
"lncRNA:CR43436",0,0.285285,0,0.714715,0,0,0,0,"H1","H1"
"asRNA:CR33945",0,0.570345,0.429655,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"betaGlu",0,0,0.511546,0,0,0.488454,0,0,"Gene_body_2","Gene_body_2"
"sip3",0,0.305707,0.327106,0,0,0.367188,0,0,"Open_promoters","Open_promoters"
"CG2126",0,0.031815,0.374298,0,0,0.593886,0,0,"Open_promoters","Open_promoters"
"faf",0,0.263524,0.569578,0,0,0,0,0.166898,"Gene_body_2","Gene_body_2"
"Mccc1",0,0,0.547511,0,0,0.180995,0,0.271493,"Gene_body_2","Gene_body_2"
"Acf",0,0.360949,0.261086,0,0,0.360949,0,0.017016,"Gene_body_1","Gene_body_1"
"CG42233",0,0.224309,0,0.212615,0,0,0,0.563076,"Low_signal","Gene_body_1"
"Ir100a",0,0.206516,0,0.165654,0,0,0,0.62783,"Low_signal","Gene_body_1"
"CG1971",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Rift",0,0.361555,0,0,0,0.266948,0,0.371497,"Low_signal","Gene_body_1"
"FeCH",0,0,0.651416,0,0,0,0,0.348584,"Gene_body_2","Gene_body_2"
"RhoGAP100F",0.320073,0.026501,0,0.053002,0,0.088072,0,0.512352,"Low_signal","Enhancers"
"heph",0.151976,0.0089,0.00356,0.028481,0,0.01246,0.042722,0.7519,"Low_signal","Low_signal"
"CG2003",0.117297,0,0,0.093838,0,0.164216,0,0.624648,"Low_signal","Open_promoters"
"lncRNA:CR45556",0.931579,0,0,0,0,0,0,0.068421,"Enhancers","Enhancers"
"CR46418",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"Pos",0,0,0,0,0,0,0.421644,0.578356,"Low_signal","Pc"
"krz",0,0,0.359335,0,0,0.179668,0,0.460997,"Low_signal","Gene_body_2"
"mod",0,0,0,0,0,0.411805,0,0.588195,"Low_signal","Open_promoters"
"Map205",0.068379,0.068379,0.113964,0,0,0.177861,0,0.571418,"Low_signal","Open_promoters"
"JYalpha",0,0,0,0,0.432692,0,0,0.567308,"Low_signal","HP1"
"CR32011",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CR32010",0,0,0,0,0.048333,0,0,0.951667,"Low_signal","Low_signal"
"CR32009",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"PlexB",0,0,0,0,0.265487,0.157345,0,0.577168,"Low_signal","HP1"
"asRNA:CR45124",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"lncRNA:CR44440",0,0,0,0,1,0,0,0,"HP1","HP1"
"ci",0,0,0,0,0.674097,0,0,0.325903,"HP1","HP1"
"asRNA:CR43957",0,0,0,0,0.27569,0,0,0.72431,"Low_signal","HP1"
"RpS3A",0,0,0,0,0,0.454087,0,0.545913,"Low_signal","Open_promoters"
"snoRNA:CD-24",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"pan",0.006096,0,0.01335,0,0.239632,0.020025,0.206924,0.513973,"Low_signal","HP1"
"Ank",0,0,0,0,0.577056,0.060914,0,0.36203,"HP1","HP1"
"anne",0,0,0,0,0.697331,0,0,0.302669,"HP1","HP1"
"lncRNA:CR43956",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG32006",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31997",0,0,0,0,1,0,0,0,"HP1","HP1"
"CG33978",0,0,0,0,0.381975,0,0,0.618025,"Low_signal","HP1"
"asRNA:CR45198",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Arl4",0,0,0,0,0.55904,0,0,0.44096,"HP1","HP1"
"lncRNA:CR46488",0,0,0,0,0.426386,0,0,0.573614,"Low_signal","HP1"
"Abcd1",0.153799,0,0.06152,0,0.215318,0,0,0.569363,"Low_signal","HP1"
"lncRNA:CR44441",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31998",0,0,0,0,0.533441,0.12945,0,0.337109,"HP1","HP1"
"Crk",0,0,0,0,0,0.229854,0,0.770146,"Low_signal","Low_signal"
"CG31999",0,0,0,0,0.474763,0,0,0.525237,"Low_signal","HP1"
"CR46405",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"yellow-h",0,0,0,0,0.869114,0,0,0.130886,"HP1","HP1"
"asRNA:CR46065",0,0,0,0,1,0,0,0,"HP1","HP1"
"CG1674",0,0,0,0,0.177948,0,0,0.822052,"Low_signal","Low_signal"
"dpr7",0.069138,0,0,0,0.640774,0,0,0.290089,"HP1","HP1"
"RhoGAP102A",0,0,0,0,0.602628,0,0,0.397372,"HP1","HP1"
"NfI",0.073224,0,0,0,0.479009,0,0,0.447767,"HP1","HP1"
"lncRNA:CR44023",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Syt7",0,0.021586,0,0,0.366959,0.053965,0,0.55749,"Low_signal","HP1"
"Rad23",0,0,0,0,0.002565,0.329791,0,0.667644,"Low_signal","Open_promoters"
"Zip102B",0,0,0,0,0,0.37599,0,0.62401,"Low_signal","Open_promoters"
"Rnf11",0,0,0,0,0.394011,0,0,0.605989,"Low_signal","HP1"
"PMCA",0,0,0,0,0.615154,0.029293,0,0.355553,"HP1","HP1"
"Hcf",0,0,0,0,0.650231,0.057633,0,0.292136,"HP1","HP1"
"dati",0.040321,0,0.105184,0,0.013023,0,0.465815,0.375657,"Pc","Pc"
"lncRNA:CR45125",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR44027",0.992832,0,0,0,0,0,0,0.007168,"Enhancers","Enhancers"
"mir-9385",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR43437",0.998127,0,0,0,0,0,0.001873,0,"Enhancers","Enhancers"
"lncRNA:CR44024",0,0,0,0,0,0,0.66201,0.33799,"Pc","Pc"
"lgs",0,0,0.474547,0,0.129422,0.202905,0,0.193126,"Gene_body_2","Gene_body_2"
"CaMKI",0,0,0,0,0.751747,0,0,0.248253,"HP1","HP1"
"asRNA:CR45126",0,0,0,0,0.452888,0,0,0.547112,"Low_signal","HP1"
"Taf3",0,0,0,0,0.434087,0.129664,0,0.436248,"Low_signal","HP1"
"CG33941",0,0,0,0,0.654184,0.226187,0,0.119628,"HP1","HP1"
"Asator",0.030636,0,0.061271,0,0.464182,0.045954,0.030329,0.367628,"HP1","HP1"
"zfh2",0.099836,0.069117,0.092156,0,0.069117,0,0.201976,0.467796,"Low_signal","Pc"
"Tdg",0,0.092204,0,0,0.399549,0,0,0.508247,"Low_signal","HP1"
"lncRNA:CR43958",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Pur-alpha",0,0,0.032464,0,0.292176,0,0,0.67536,"Low_signal","HP1"
"ND-49",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Ephrin",0,0,0,0,0.49265,0.143421,0,0.36393,"HP1","HP1"
"CG1909",0,0,0,0,0.792949,0.144231,0,0.062821,"HP1","HP1"
"lncRNA:CR45199",0,0,0,0,0.424615,0,0,0.575385,"Low_signal","HP1"
"onecut",0.049373,0,0.164944,0,0.296899,0.098966,0,0.389817,"Low_signal","HP1"
"Eph",0,0,0,0,0.483625,0.152724,0,0.363652,"HP1","HP1"
"mav",0,0,0,0,0.49111,0.295519,0,0.213371,"HP1","HP1"
"mir-954",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Gat",0,0,0,0,0.37109,0,0,0.62891,"Low_signal","HP1"
"Ekar",0,0,0,0,0.086331,0,0.086331,0.827338,"Low_signal","Low_signal"
"CR44028",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"gw",0.182243,0,0,0,0.273105,0.077808,0,0.466845,"Low_signal","HP1"
"CG46466",0.090307,0,0,0,0.567376,0.342317,0,0,"HP1","HP1"
"Slip1",0,0,0,0,0.335303,0.143701,0,0.520996,"Low_signal","HP1"
"CG11360",0.013225,0,0.030757,0,0.310129,0.107648,0,0.538241,"Low_signal","HP1"
"myo",0,0,0,0,0.31924,0,0,0.68076,"Low_signal","HP1"
"ey",0.038324,0,0,0,0,0,0.613183,0.348493,"Pc","Pc"
"bt",0.017283,0,0,0.103699,0.335561,0,0.023044,0.520413,"Low_signal","HP1"
"lncRNA:CR45200",0,0,0,0,1,0,0,0,"HP1","HP1"
"MED26",0,0,0,0,0.629325,0.05735,0,0.313324,"HP1","HP1"
"Sox102F",0,0,0,0,0,0,0.85087,0.14913,"Pc","Pc"
"fd102C",0,0,0,0,0,0,0.80114,0.19886,"Pc","Pc"
"CR33797",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR45123",0,0,0,0,0,0,0.497778,0.502222,"Low_signal","Pc"
"Gyf",0,0,0,0,0.579151,0.13365,0,0.287199,"HP1","HP1"
"asRNA:CR43425",0,0,0,0,0.520822,0,0,0.479178,"HP1","HP1"
"unc-13",0,0,0,0,0.540949,0.040443,0,0.418608,"HP1","HP1"
"asRNA:CR44029",0,0,0,0,0.209372,0,0,0.790628,"Low_signal","Low_signal"
"CR43361",0,0,0,0,0.591621,0,0,0.408379,"HP1","HP1"
"eIF4G1",0,0,0,0,0.447723,0,0,0.552277,"Low_signal","HP1"
"mGluR",0,0,0,0,0.617969,0,0,0.382031,"HP1","HP1"
"4E-T",0,0,0,0,0.534015,0.218978,0,0.247007,"HP1","HP1"
"lncRNA:CR45201",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR44030",0,0,0,0,0.29831,0,0,0.70169,"Low_signal","HP1"
"fuss",0,0,0,0,0.148625,0,0.352985,0.49839,"Low_signal","Pc"
"lncRNA:sphinx",0,0,0,0,0,0,1,0,"Pc","Pc"
"toy",0,0,0,0,0,0,0.691048,0.308952,"Pc","Pc"
"PlexA",0,0.069743,0.087179,0,0.174358,0.069743,0,0.598977,"Low_signal","HP1"
"asRNA:CR44031",0,0,0,0,0.601604,0,0,0.398396,"HP1","HP1"
